naslov,autor,kategorija,izdavac,godina_izdanja,broj_strana,povez,format,opis,cena
JALOVA JESEN,Dragoslav Mihailović,DOMAĆE PRIČE I PRIPOVETKE,LAGUNA,2020,288,Broš,13x20,"„U zbirci Jalova jesen, koju čini devet pripovedaka, u središtu Mihailovićeve pažnje je zlehuda ljudska sudbina, s njenim retkim srećnim trenucima i sveprisutnom, potmulom nesrećom s kojom se životi njegovih junaka često okončavaju. Pripovetka Mijandroš i Belja, o prijateljstvu, neuspelom braku, 'srećnim' danima samoupravljanja, s potresno dočaranom bolešću koja tragično raspliće sve Beljine nevolje, pravo je malo remek-delo. To važi i za ostale priče u knjizi – nostalgični, starovremski Kratki prikaz života na carigradskom drumu (priča o Ćupriji), Ćevapčići i pivo (upečatljiv kamičak Mihailovićevog voždovačko-dušanovačkog mozaika), groteskna Besmrtna ljubav Plave Drame, tužna Utopljenica, dirljivi Najbolji prijatelj, potresni Parioničar, general i islednik, pa u bojama prirode okupana Jalova jesen i šaljivi Sveti Petar spasava Srbe…“ Aleksandar Ilić",719.0
KRATKO PISMO ZA DUGI RASTANAK,Peter Handke,ROMAN,LAGUNA,2020,162,Broš,13x20,„Veličanstvena ljubavna priča.“ Der Bund,629.0
DRAGI UNIVERZUME,Sara Praut,UM TELO I DUH,HARMONIJA KNJIGE,2020,283,Broš,15x23,"Godinama se govorilo: „Možete postići sve što ste odlučili da postignete.“ Ali da li ste se ikada zapitali zašto se toliko ljudi muči da bude zdravo, bogato i srećno? Zašto potiskujemo osećanja i imamo osećaj da nemamo uticaj na ono što nam se dešava u životu? Knjiga Dragi Univerzume konačno daje odgovore na to kako da stvorimo izobilje, pronađemo ljubav i radost u svim oblastima života. Od trenutka kada je otvorite, biće vam jasno da posedujete skrivenu, neiskorišćenu moć koja je u stanju da vodi vaše emocije i pomoću koje možete da ostvarite život kakav želite, bez obzira na to šta doživljavate.",855.0
MALI VODIČ ZA LJUBAVNU SREĆU,Isidora Bjelica,DOMAĆE PRIČE I PRIPOVETKE,LAGUNA,2020,168,Broš,13x20,"Mali vodič za ljubavnu sreću beleške su o ljubavi nastale u različitim periodima mog življenja ovozemaljskog 3D života. Svaka se suštinski bavi pitanjem šta ljubav jeste a šta nije, različitim zaključcima kojima naše srce i um odgovaraju na to pitanje, a potom i testiranjem tih zaključaka kroz različite forme dualnog sveta − imanja i nemanja, radosti i patnje, onog što prepoznajemo kao sreću i nesreću − odnosno kroz kontraste bez kojih ne bismo shvatili šta je zaista ljubav.",719.0
ŽIVOTNE MUDROSTI,Rejčel Naomi Remen,"ASERTIVNOST, MOTIVACIJA I SAMOPOŠTOVANJE",HARMONIJA KNJIGE,2020,247,Broš,15x23,"Ova specijalno ažurirana verzija bestselera Njujork Tajmsa, Životne mudrosti, bavi se istim duhovnim problemima zbog kojih je original postao bestseler: patnjom, značenjem, ljubavlju, verom i čudima.",855.0
ONO SVE ŠTO ZNAŠ O MENI,Mirjana Bobić Mojsilović,DOMAĆI LJUBAVNI ROMAN,LAGUNA,2020,240,Broš,13x20,"Ja sam od onih za koje važi samo jedna jedina ljubav u životu. Ono od čega panično bežite, stigne vas. Strah je kao senka. Uvek ide za vama. Jedino noću, poverujete da ste se oslobodili…",899.0
GRČKI MITOVI,Stiven Fraj,MITOLOGIJA,STUDIO LEO,2020,420,Broš,14.5x20.5,"U grčkim mitovima Fraj se još jednom dokazao kao izuzetan pripovedač.  Drevnim pričama o nastanku sveta i poreklu bogova on je udahnuo nov život i neodoljiv humor, a iz svake stranice izbija njegova ljubav prema grčkoj mitologiji.",1237.0
ZAVODNIK,Alis Klejton,LJUBAVNI ROMAN,VULKAN IZDAVAŠTVO,2020,304,Broš,14.5x20.5,Ona ima sve osim ljubavi.,659.0
VOLITE SVE UVEK,Bob Gof,UM TELO I DUH,VERBA,2020,232,Broš,14.5x20.5,"VOLITE SVE, UVEK: Postanite ljubav u svetu prepunom prepreka i teških ljudi",935.0
PORTRET MUŠKARCA U PARIZU,Jasna Sofija Kosanović,DOMAĆI ROMAN,KREATIVNA RADIONICA BALKAN,2018,260,Broš,13x20,"PORODIČNI, LJUBAVNI ILI ROMAN LIKA „PORTRET MUŠKARCA U PARIZU“",693.0
IZMEĐU ŽELJE I RAZUMA,Žaklina Mitić Marković,DOMAĆI ROMAN,SEZAM BOOK,2015,193,Broš,13x20,"Priča o hrabrosti i o ogromnoj snazi žene, o veri u ljubav i posle najvećih brodoloma.",742.0
KOVENTRI,Boris Kostić,DOMAĆI ROMAN,PROMETEJ,2017,285,Broš,14.5x20.5,"Fabula ovog istorijskog romana prati srpsko-britanska diplomatska previranja između 1903. i 1906. godine pa sve do svršetka Drugog svetskog rata. Kao mesto zbivanja, autor bira London, u kome se nalazi grupa srpskih izaslanika koja pokušava da ponovo uspostavi diplomatske odnose, pokidane nakon Majskog prevrata. Pored obilja istorijskih ličnosti, roman nam donosi priču o ljubavi, toleranciji, upornosti ali i odrastanju u Londonu sa početka 20. veka. Autor nije zaobišao ni politiku, diplomatiju, zavere i prevare koje imaju za zadatak da nam rasvetle srž Srpsko-britanskih razilaženja.",495.0
BEKSTVA LIDE BAROVE,Jozef Škvorecki,"BIOGRAFIJE, MEMOARI, DNEVNICI, PISMA",CLIO,2017,307,Tvrd,12x19,"U ovoj knjizi sabrane su uspomene talentovane, obožavane, ali i omražene češke glumice, koja nije bila poznata samo polepoti i glumačkom talentu, već i kao ljubavnica nacističkog ministra propagande Jozefa Gebelsa. Knjiga se čita kao uzbudljiv roman. Lida Barova opisuje zakulisje praških barandovskih studija druge polovine tridesetih godina prošlog veka, seća se snimanja filmova u predratnom Berlinu i priča o svojoj naivnosti i lakomislenosti koje su je dovele do profesionalnog i ličnog kraha. Nekadašnja obožavana filmska diva u posleratnoj Čehoslovačkoj bila je optužena za kolaboraciju i osuđena na robiju. Posle dolaska komunista na vlast 1948, pod dramatičnim okolnostima uspela je da prebegne preko granice i u Italiji započela novu umetničku karijeru.",891.0
OPALO LIŠĆE,Vil Djurant,FILOZOFIJA,MIBA BOOKS,2020,200,Broš,14.5x20.5,"Poslednje reči o životu, ljubavi, ratu i Bogu",693.0
ZAUSTAVLJANJE SMRTI,Moris Blanšo,PRIPOVETKE,SLUŽBENI GLASNIK,2019,112,Broš,13x20,"U ovoj filozofskoj pripovesti, Blanšo (1907-2003) se bavi bolešću, umiranjem, smrću, ljubavlju, prijateljstvom i izdajstvom. Bavi se, u krajnjoj liniji, slutnjom povratka iz sveta mrtvih, prisustvom preminulih. Ukratko, narator prisustvuje smrti svoje mlade prijateljice, a par godina kasnije, ophrvava ga sumnja da je njegova sadašnja ljubavnica zapravo preminula prijateljica - vaskrsla iz sveta mrtvih. Za s",792.0
OSTALA JE UVEK ISTA,Trejsi Garvis Grejvs,LJUBAVNI ROMAN,VULKAN IZDAVAŠTVO,2020,256,Broš,14.5x20.5,Nezaboravna heroina. Beznadežno romantična priča o ljubavi koja sledi samo svoja pravila.,769.0
SEDAM TAJNI SREĆNE I ZDRAVE VEZE,Miguel Ruis Mlađi,"KOMUNIKACIJA, EMOCIJA I ODNOSI SA DRUGIMA",VULKAN IZDAVAŠTVO,2020,208,Broš,14x19,"Ljubav je oduvek bila smisao čovekovog postojanja, njegova pokretačka snaga, inspiracija za neverovatne poduhvate i izvor svakodnevne sreće. Zato svako od nas nastoji da ostvari vezu u kojoj će da doživi potpuno ispunjenje, da uživa, raste, napreduje, i pritom se zabavlja...",849.0
SUMANUTI,Vitold Gombrovič,ROMAN,SLUŽBENI GLASNIK,2019,353,Broš,14.5x20.5,"Jedan od najznačajnijih poljskih pisaca u trenutku besparice i želje za popularnošću, neposredno pred Drugi svetski rat, rešava „predati se igri s ljudima“ i pod pseudonimom, u nastavcima, za popularne večernje novine piše „roman za kuvarice“. Sumanuti su konspirativno delo, otkrivano polako i u odlomcima. To je ljubavni roman, koji povezuje niz motiva koji se sreću u gotskim romanima: tajanstveni zamak, s duhovima, skandal u plemićkoj porodici, opsednutost duhovima, anatema – sve to začinjeno na savremen način, jer je gotskim motivima pisac dodao spiritizam, parapsihologiju, šokantne tajne varšavskog polusveta, ubistvo milionera, a uz to i sportske dogodovštine.",1089.0
ULRIKA GLEZER,Oleg Tomić,DOMAĆI ROMAN,NOVA POETIKA,2019,94,Broš,14.5x20.5,"Pazi da ti srce ne osvoji neka Šarlota fon Štajn, velika  Geteova ljubav. S tim savetom krenuo je na put mladi novinar Politike Sava Dominiković. Kada je u martu 1949. godine došao u Minhen da bi napisao reportažu o kulturno–istorijskim znamenitostima koja su pretrpela teška razaranja u ratu, glavna vest u štampi je bila o čudotvornim iscelenjima Brune Greninga. Odseo je u pansionu kojeg je sama vodila bolešljiva devojka imenom Ulrika Glezer. Tokom šest dana Dominiković je upoznao i zbližio se sa Lafajetom Ron Habardom, piscem naučne fantastike, od koga je saznao za zločine u logorima na Rajni koji su počinjeni nad nemačkim zarobljenicima posle rata. Ulriku Glezer je zadesila nesreća i ostala je oduzeta. Oprostio se od nje, no nije prestao da misli na nju. Pet meseci kasnije Dominiković se vratio u Minhen. Iako su je pustili iz Doma za ozlede mozga, stanje Ulrike Glezer se pogoršalo. Nemajući vremena ni puno izbora odlazi u Traberhof kraj Rozenhajma, mestašce koje zovu bavarski Lurd, da traži pomoć od Brune Greninga.",594.0
OMNIBUS III,Didije Komes,STRIP,KOMIKO,2020,280,Tvrd,22.5x28,"Ovaj Omnibus donosi četiri poslednja rada Didijea Komesa, velikana belgijskog i evropskog stripa, nastala u periodu od 1991. do 2006. godine. Komes je u njemu na vrhuncu svojih stvaralačkih snaga i kreće se poljem koje najbolje poznaje, prostorom između jave i snoviđenja, ljubavi i žrtve, religije i magije, smrti i vaskrsenja. Žanrovski dosledan domenu fantastike, Komes vešto spaja elemente strave i humora, uvek pokazujući posebnu naklonost prema najslabijima, onima koji su drugačiji, neobičnim likovima marginalizovanim i isključenim iz savremenog društva.",2178.0
TIT NIJE VOLEO BERENIKU,Natali Azule,ROMAN,AKADEMSKA KNJIGA,2017,248,Broš,13x20,"Bereniku našeg doba Tit ostavlja i opredeljuje se za zakonitu suprugu, decu i svoj raniji život. Obamrla, očajna, osvetoljubiva, bori se da nastavi život bez Tita. Utehe prijatelja „Vreme leči sve“, „Klin se klinom izbija“, „Zaboravićeš da si ga nekad volela“ ne pomažu joj mnogo. Odlučuje da ponovo pročita Rasina.Niko nije bolje od Žana Rasina opevao patnju odbačene žene. Kraljicu Palestine, Bereniku, posle četiri godine strasne ljubavi, Tit je ostavio kada je postao car. Da li je Tit voleo Bereniku i žrtvovao svoju ljubav zarad odgovornosti koju preuzima jedan car, ili je nikad nije voleo kada je mogao da je se odrekne? Odgovora nema. Velike ljubavi su nedokučive.",1320.0
EROS I LIČNOST,Nikolaj Berđajev,FILOZOFIJA,AKADEMSKA KNJIGA,2016,190,Tvrd,13x20,"U ovu knjigu uvršteni su radovi poznatog ruskog mislioca N. A. Berđajeva posvećeni filozofiji ljubavi, koja zauzima važno mesto u celokupnom njegovom delu. Oslanjajući se na dela Vl. Solovjova, on razmatra moralni smisao ljubavi, u njoj vidi sredstvo prevazilaženja pocepanosti čovekove ličnosti i ponovnog uspostavljanja njene celovitosti, pokazuje ulogu ljubavi u preobražaju sveta, u izgradnji nove etike stvaralaštva. Filozofski tekstovi koji se objavljuju u ovoj knjizi, dokaz su bogate humanističke tradicije, karakteristične za rusku filozofiju početka XX veka.",1980.0
JESMO LI TO BILI MI,Luiza Buharova,PRIPOVETKE,KONTRAST,2020,98,Broš,13x20,"Iz priče u priču pratimo nekoliko prijatelja: od djetinjstva na splitskim ulicama i igara na plaži te još dublje u prošlost, u tamu korijenja, među pretke i tetke, do otkopčavanja svijeta i vježbanja životnih lekcija, širenja po poznatim kotama i neimenovanim meridijanima, otkrivanja seksualnosti i inicijacije u svijet odraslih. Mlade junakinje i junake, često zaglavljene i izgubljene između svakodnevice  i snova – ali uvijek izgubljene zajedno – veže i pokreće velika žudnja za ljubavlju koja im, iako iza ugla, neprekidno izmiče.",719.0
LJUBAV UVEK USPE,Bogdan Stevanović Blogdan,DOMAĆE PRIČE I PRIPOVETKE,VULKAN IZDAVAŠTVO,2020,64,Tvrd,10x10,"Ako vam ljubav sa nekim nije uspela, znajte da je nije ni bilo. Ljubav uvek uspe.",764.0
ŠTEFICA CVEK U RALJAMA ŽIVOTA,Dubravka Ugrešić,DOMAĆI ROMAN,BOOKA,2020,119,Broš,14.5x20.5,"Volite li ljubiće? Šta god mislili o njima, uživaćete u ovom vrhunskom pastišu trivijalnih ljubavnih romana. Uzimajući za glavnu junakinju idealnu čitateljku ljubića i provodeći je kroz niz situacija prepoznatljivih kao tipično „žensko iskustvo“, Dubravka Ugrešić lucidno pokazuje do koje se mere naša svakodnevica oblikuje prema stereotipima koje koristi tzv. Trivijalna literatura. Neodoljivo duhovita i šarmantna knjiga, o kojoj valja, nakon što se dobro nasmejete, i vrlo ozbiljno razmisliti.",801.0
NE POSTOJE LOŠA DECA,Dženet Lensberi,VASPITANJE I PSIHOLOGIJA,PUBLIK PRAKTIKUM,2019,145,Broš,15x23,"Dženet Lensberi je jedinstveni stručnjak za roditeljstvo. S obzirom na to da je učiteljica RIE metode i učenica specijaliste za decu Magde Gerber, njeni saveti nisu zasnovani isključivo na zvaničnim studijama i tuđim istraživanjima, već i na sopstvenom, neposrednom iskustvu u radu sa stotinama roditelja i njihovom decom. „Ne postoje loša deca” je zbirka najpopularnijih i najčitanijih članaka Lensberijeve, u kojima se ona bavi ponašanjem male dece i time kako je i za decu i za roditelje dobro kada roditelji deci pristupaju s poštovanjem. U ovoj knjizi su pokrivene uobičajene teme poput kažnjavanja, saradnje, granica, ispitivanja, napada besa, udaranja i drugih. „Ne postoje loša deca” predstavlja praktičan i neophodan vodič za roditelje čija deca će uskoro biti ili već jesu u onom kritičnom uzrastu kada prirodno moraju da ispituju granice naše ljubavi i strpljenja. Kada se naoružate znanjem i sagledate svet iz dečjeg ugla u ovom periodu punom neizvesnosti, pružiće vam se mnogo prilika da napravite neraskidive veze poverenja i poštovanja.",738.0
NAĐI ME,Andre Asiman,ROMAN,ŠTRIK,2019,241,Broš,14.5x20.5,Prošlo je mnogo godina otkako su Elio i Oliver okusili ljubav jednog leta u Italiji. Otkako su jedan drugog dozivali sa „zovi me svojim imenom“. Jesu li na kraju uspeli? Ima li odgovora na večno pitanje: postoji li prava ljubav koja nikada ne umire?,891.0
SREĆNI SU SREĆNICI,Jasmina Reza,DOMAĆI ROMAN,AKADEMSKA KNJIGA,2018,148,Broš,13x20,"Bračni par u samoposluzi vodi rat oko vrste sira koji treba kupiti; starija dama sedi u čekaonici kod onkologa; mladić koji je uobrazio da je pevačica Selin nalazi se u psihijatrijskoj klinici; u jednom restoranu, poznata glumica smetenoj novinarki daje intervju u trenutku kada njen ljubavnik ulazi sa drugom ženom; onkolog, homoseksualac, plaća ljubav mladićima koje pokupi sa ulice; advokatica na službenom putu vodi ljubav sa kućnim prijateljem; dva stara drugara ćaskaju dok istovremeno primaju infuziju u onkološkoj bolnici; pod pritiskom kćerke, gospođa u godinama kupuje haljinu za proslavu pedesetogodišnjice braka; istog dana predveče, njen muž umire; supruga, sestra, kćerka i zet prosipaju njegov pepeo u reku koja teče kroz mesto u kojem je rođen. Dvadesetak sličica iz svakodnevnog života, uzbudljivih i kao odvojene priče, za pažljivog čitaoca postaju roman, jer su svi likovi jedan s drugim u srodstvu ili najbliži prijatelji.",1210.0
ŠTA TREBA ZA ČUDO,Josif Brodski,POEZIJA,AKADEMSKA KNJIGA,2014,300,Broš,14.5x20.5,"U pesmama ovog neobičnog pesnika stvarni život, filozofija, nauka, umetnost, podvig, poraz, uspon, pad – sve se pretvara u stih, u stih bola i očajanja. Do srži urban pesnik, koji je maksimalno individualisan, oseća svet kao sveprolazno, humove oseća kao bol, kao „naša stradanja”, „humovi su ljubavi koje nas prate”. Oni su za ovog pesnika „krik i ridanje”. U ovom ogromnom, nesagledivom poetskom svetu usamljenost je jedna od najznačajnijih tema. Kad dođe u dodir sa ovom usamljenošću i kad ga ona ispu¬ni, čitalac će osetiti kako se nalazi pred naizgled sasvim umirenim svetom, ispod čije je površine nemir, traganje, bezizgledna nada, očajanje…",1320.0
MOZAK I SMISAO ŽIVOTA,Pol Tagard,PSIHOLOGIJA,AKADEMSKA KNJIGA,2014,350,Broš,13x20,"Zbog čega je život vredan življenja? Šta postupke čini ispravnim ili pogrešnim? Šta je stvarnost i kako je spoznajemo? Braneći nadmoćnost rasuđivanja zasnovanog na dokazima naspram religije i filozofskih misaonih eksperimenata, Tagard tvrdi da je um zapravo mozak i da je stvarnost ono što nauka može da otkrije. U knjizi Mozak i smisao života on otkriva kako nam kognitivne i emocionalne sposobnosti omogućavaju da razumemo stvarnost, efikasno odlučimo, postupamo moralno i težimo ka vitalnim potrebama ljubavi, rada i igre.",1760.0
"LJUBAV, MRŽNJA I REPARACIJA","Melani Klajn, Džoan Rivijer",PSIHOLOGIJA,AKADEMSKA KNJIGA,2019,144,Broš,11x17.5,"Podeljena u dva dela, ova knjiga na najjednostavniji mogući način govori o psihoanalitičkom razumevanju sila mržnje i ljubavi koje vladaju osećajnim životom savremenog čoveka.",990.0
GOZBA,Ksenofont,FILOZOFIJA,AKADEMSKA KNJIGA,2010,125,Broš,11x17,"Ksenofontova Gozba ne poseduje onu potrebnu logičku i pojmovnu strogost kakvu imaju Platonovi dijalozi, ali pokreće pitanja koja spadaju u neku vrstu životne mudrosti, gde sagovornici, služeći se argumentacijom, doduše, ne uvek filozofski rafiniranom, dolaze do paradoksalnih ili pak komičnih zaključaka. Sem istorijske i književne, razgovori u Ksenofontovoj Gozbi imaju i izvestan filozofski značaj. A veličanjem „nebeske” Afrodite, duševne nad telesnom ljubavlju, prijateljstva nad erotikom, Ksenofontov Sokrat nam, čini se, još više od Platonovog ističe značaj prve, trajnije i vrednije ljubavi nad onom koja je prolazna, jer upravo ona utiče da se razvijamo kao časni građani posvećeni vrlini i svome polisu.",1100.0
MOJA BORBA VI tom,Karl Uve Knausgor,"BIOGRAFIJE, MEMOARI, DNEVNICI, PISMA",BOOKA,2019,1083,Broš,14.5x20.5,"Ovo je šesta i poslednja knjiga monumentalnog serijala Moja borba, u kome Karl Uve Knausgor s retkom beskompromisnošću ispituje život, smrt, ljubav i književnost.",2247.0
MINDFUCK LJUBAV,Petra Bok,"ASERTIVNOST, MOTIVACIJA I SAMOPOŠTOVANJE",DATA STATUS,2019,238,Broš,13x20,"Nastavljajući sada već potvrđen metodološki pristup samosabotaže MINDFUCK, Dr Petra Bok govornica, bestseler autorka i jedna je od najuticajnijih i najčitanijh koučeva u Nemačkoj, ovom knjigom proširuje svoje polje delovanja analizirajući MINDFUCK kroz temu ljubavi, krizama u ljubavi i pitanjima muško-ženskih odnosa.",1071.0
ZAGRLI SEBE I SVOJ ŽIVOT,Sanja Trifunović Hiblović,DOMAĆI ROMAN,AMMONITE,2019,320,Broš,14.5x20.5,"Rađanje, život i smrt... ljubav... Sanja za opise osećanja koristi boje koje nemaju imena, koje do nje nisu ni postojale. Na svojoj spisateljskoj paleti meša ono najnežnije što se iz slovnih tuba može istisnuti i mešanjem pravi nijansu koja miluje dušu, smenjujući izraze lica čitalaca, od onih suvonasmejanih, do drugih – vlažnoisuzenih. Fantastično je kakvom su lakoćom opisane teške teme i koliko toga curi između redova, ide preko prstiju koje drže knjigu i uliva se u vaš krvotok, kroz mesta za koja niste ni znali da postoje. Zapravo, tu su, možda samo da bi primile Sanjina osećanja.",792.0
